用户名	用户id	用户字母	发布内容	发布时间	转发数	评论数	点赞数	电脑版链接	手机版链接
张迪侬Dino	6649440134	JjYSL2X70	#杨紫井柏然 女心理师#  由柯汶利(《误杀》)执导，朱历编剧，改编自毕淑敏同名小说的电视剧《女心理师》官宣主演：杨紫饰演女主角贺顿，井柏然饰演男主角钱开逸。 ​	2020年09月10日 14:59		评论		https://weibo.com/6649440134/JjYSL2X70?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSL2X70?uid=6649440134&rl=1
单调83481	7059699193	JjYSJkQLt	#杨紫井柏然 女心理师#事业粉今天很开心@杨紫 ​	2020年09月10日 14:59		评论		https://weibo.com/7059699193/JjYSJkQLt?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSJkQLt?uid=7059699193&rl=1
清清凉凉茶	6494555068	JjYSJiENu	#杨紫井柏然 女心理师#中间还可以安排上个综艺吗？没剧看了。 ​	2020年09月10日 14:59		评论		https://weibo.com/6494555068/JjYSJiENu?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSJiENu?uid=6494555068&rl=1
Crystal_Neo	6700561923	JjYSIol3B	#杨紫井柏然 女心理师##杨紫贺顿# 终于等到了良心剧组吗这个配置我真的太喜欢了搞快点搞快点搞快点 ​	2020年09月10日 14:59		评论		https://weibo.com/6700561923/JjYSIol3B?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSIol3B?uid=6700561923&rl=1
Mystyle05105	7444420828	JjYSI7PqQ	#杨紫井柏然 女心理师#终于等到了#杨紫贺顿# ​	2020年09月10日 14:59		评论		https://weibo.com/7444420828/JjYSI7PqQ?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSI7PqQ?uid=7444420828&rl=1
我变胖了啾	3968775600	JjYSHtZ3O	#杨紫井柏然 女心理师#啊啊啊期待杨紫 ​	2020年09月10日 14:59			1	https://weibo.com/3968775600/JjYSHtZ3O?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSHtZ3O?uid=3968775600&rl=1
只能吃二两螺蛳粉	3845081182	JjYSHtYRh	#杨紫井柏然 女心理师#看出来两个脸还有更多的吗 ​	2020年09月10日 14:59		6		https://weibo.com/3845081182/JjYSHtYRh?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSHtYRh?uid=3845081182&rl=1
肃洛	6664663176	JjYSG2EpQ	#杨紫贺顿# 是你我身边的旁观者也是命运笔下的戏中人。拨茧抽丝、叩问心灵、洗尽铅华，当一切一切的逃避最终都将面对，你的心是什么颜色？当她历经一切，救赎一切，她是贺顿还是曾经的绛香？和@杨紫 一起探索内心，期待《女心理师》！#杨紫井柏然 女心理师# ​	2020年09月10日 14:59			3	https://weibo.com/6664663176/JjYSG2EpQ?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSG2EpQ?uid=6664663176&rl=1
Yibazhangchousini	3184636381	JjYSG5Xd7	#杨紫井柏然 女心理师#yz#杨紫贺顿# 喂？林之校，黄梓瑕，姜紫丫粉丝还在吗？我们一起爬墙贺顿吧@杨紫 ​	2020年09月10日 14:59		1	3	https://weibo.com/3184636381/JjYSG5Xd7?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSG5Xd7?uid=3184636381&rl=1
嘟嘟吹飞了肥嘟嘟	6532613529	JjYSFujmE	#杨紫井柏然 女心理师#饭制海报不错 ​	2020年09月10日 14:59			1	https://weibo.com/6532613529/JjYSFujmE?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSFujmE?uid=6532613529&rl=1
赵百万会汪汪	6270257627	JjYSEzXfO	#杨紫井柏然 女心理师#我的井柏然 ​	2020年09月10日 14:59		评论		https://weibo.com/6270257627/JjYSEzXfO?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSEzXfO?uid=6270257627&rl=1
蒋丞丞and兔飞飞	5678468611	JjYSDDsCV	杨紫#杨紫井柏然 女心理师#林之校，黄梓瑕，姜紫丫，对不起ಥ_ಥ，我只是，短暂的爱了你们一下我渣我承认毕竟！#杨紫贺顿# 要来啦全新的女主人设，聚焦心理问题，独一无二的紫圈新角色终于来了！期待@杨紫 的演绎，gkdgkd啊 ​	2020年09月10日 14:59		1	1	https://weibo.com/5678468611/JjYSDDsCV?refer_flag=1001030103_&type=repost	https://weibo.cn/repost/JjYSDDsCV?uid=5678468611&rl=1
